"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","MSPB-1 Achievement Threshold","MSPB-1 Benchmark","MSPB-1 Baseline Rate","MSPB-1 Performance Rate","MSPB-1 Achievement Points","MSPB-1 Improvement Points","MSPB-1 Measure Score"
"2021","390142",ALBERT EINSTEIN MEDICAL CENTER,"5501 OLD YORK ROAD",PHILADELPHIA,PA,"19141",Philadelphia,"0.987266","0.852083","1.039803","0.999602","0 out of 10","2 out of 9","2 out of 10"
"2021","390145",EXCELA HEALTH WESTMORELAND HOSPITAL,"532 WEST PITTSBURGH STREET",GREENSBURG,PA,"15601",Westmoreland,"0.987266","0.852083","1.017768","0.976788","1 out of 10","2 out of 9","2 out of 10"
"2021","390146",WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,PA,"16365",Warren,"0.987266","0.852083","0.921155","0.945413","3 out of 10","0 out of 9","3 out of 10"
"2021","390147",MONONGAHELA VALLEY HOSPITAL,"1163 COUNTRY CLUB ROAD",MONONGAHELA,PA,"15063",Washington,"0.987266","0.852083","1.029428","1.058849","0 out of 10","0 out of 9","0 out of 10"
"2021","390150",WASHINGTON HEALTH SYSTEM GREENE,"350 BONAR AVENUE",WAYNESBURG,PA,"15370",Greene,"0.987266","0.852083","0.932809","0.946574","3 out of 10","0 out of 9","3 out of 10"
"2021","390151",CHAMBERSBURG HOSPITAL,"112 NORTH SEVENTH STREET",CHAMBERSBURG,PA,"17201",Franklin,"0.987266","0.852083","0.917315","0.905182","6 out of 10","1 out of 9","6 out of 10"
"2021","390153",PAOLI HOSPITAL,"255 WEST LANCASTER AVENUE",PAOLI,PA,"19301",Chester,"0.987266","0.852083","1.004833","1.010896","0 out of 10","0 out of 9","0 out of 10"
"2021","390156",MERCY CATHOLIC MEDICAL CENTER- MERCY FITZGERALD,"1500 LANSDOWNE  AVE",DARBY,PA,"19023",Delaware,"0.987266","0.852083","0.966606","1.020926","0 out of 10","0 out of 9","0 out of 10"
"2021","390157",HERITAGE VALLEY KENNEDY,"25 HECKEL ROAD",MCKEES ROCKS,PA,"15136",Allegheny,"0.987266","0.852083","1.141765","1.072921","0 out of 10","2 out of 9","2 out of 10"
"2021","390160",CANONSBURG GENERAL HOSPITAL,"100 MEDICAL BOULEVARD",CANONSBURG,PA,"15317",Washington,"0.987266","0.852083","0.979056","1.002647","0 out of 10","0 out of 9","0 out of 10"
"2021","390162",EASTON HOSPITAL,"250 SOUTH 21ST STREET",EASTON,PA,"18042",Northampton,"0.987266","0.852083","1.022567","1.036629","0 out of 10","0 out of 9","0 out of 10"
"2021","390163",ACMH HOSPITAL,ONE NOLTE DRIVE,KITTANNING,PA,"16201",Armstrong,"0.987266","0.852083","0.949435","0.960281","2 out of 10","0 out of 9","2 out of 10"
"2021","390164",UPMC PRESBYTERIAN SHADYSIDE,"200 LOTHROP STREET",PITTSBURGH,PA,"15213",Allegheny,"0.987266","0.852083","1.028980","0.998835","0 out of 10","1 out of 9","1 out of 10"
"2021","390168",BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY,BUTLER,PA,"16001",Butler,"0.987266","0.852083","1.004534","0.957590","2 out of 10","3 out of 9","3 out of 10"
"2021","390173",INDIANA REGIONAL MEDICAL CENTER,"835 HOSPITAL ROAD",INDIANA,PA,"15701",Indiana,"0.987266","0.852083","0.973113","1.000550","0 out of 10","0 out of 9","0 out of 10"
"2021","390174",THOMAS JEFFERSON UNIVERSITY HOSPITAL,"111 SOUTH 11TH STREET",PHILADELPHIA,PA,"19107",Philadelphia,"0.987266","0.852083","1.001198","0.999732","0 out of 10","0 out of 9","0 out of 10"
"2021","390178",UPMC HORIZON,"110 NORTH MAIN STREET",GREENVILLE,PA,"16125",Mercer,"0.987266","0.852083","0.964637","0.938370","4 out of 10","2 out of 9","4 out of 10"
"2021","390179",CHESTER COUNTY HOSPITAL,"701 EAST MARSHALL STREET",WEST CHESTER,PA,"19380",Chester,"0.987266","0.852083","0.959497","0.962677","2 out of 10","0 out of 9","2 out of 10"
"2021","390180",CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,"19013",Delaware,"0.987266","0.852083","1.053326","1.022468","0 out of 10","1 out of 9","1 out of 10"
"2021","390183",ST LUKE'S MINERS MEMORIAL HOSPITAL,"360 W RUDDLE STREET",COALDALE,PA,"18218",Schuylkill,"0.987266","0.852083","0.948649","0.903353","6 out of 10","4 out of 9","6 out of 10"
"2021","390184",HIGHLANDS HOSPITAL,"401 EAST MURPHY AVENUE",CONNELLSVILLE,PA,"15425",Fayette,"0.987266","0.852083","0.890653","0.945739","3 out of 10","0 out of 9","3 out of 10"
"2021","390185",LEHIGH VALLEY HOSPITAL - HAZLETON,"700 EAST BROAD STREET",HAZLETON,PA,"18201",Luzerne,"0.987266","0.852083","1.029884","1.021497","0 out of 10","0 out of 9","0 out of 10"
"2021","390194",BLUE MOUNTAIN HOSPITAL,"211 NORTH 12TH STREET",LEHIGHTON,PA,"18235",Carbon,"0.987266","0.852083","1.014224","0.996952","0 out of 10","1 out of 9","1 out of 10"
"2021","390195",MAIN LINE HOSPITAL LANKENAU,"100 LANCASTER AVE",WYNNEWOOD,PA,"19096",Montgomery,"0.987266","0.852083","0.989509","0.975059","1 out of 10","1 out of 9","1 out of 10"
"2021","390197",SACRED HEART HOSPITAL,"421 CHEW STREET",ALLENTOWN,PA,"18102",Lehigh,"0.987266","0.852083","1.046843","0.998237","0 out of 10","2 out of 9","2 out of 10"
"2021","390198",MILLCREEK COMMUNITY HOSPITAL,"5515 PEACH STREET",ERIE,PA,"16509",Erie,"0.987266","0.852083","1.041023","1.097597","0 out of 10","0 out of 9","0 out of 10"
"2021","390199",PUNXSUTAWNEY AREA HOSPITAL,"81 HILLCREST DRIVE",PUNXSUTAWNEY,PA,"15767",Jefferson,"0.987266","0.852083","0.894543","0.908970","6 out of 10","0 out of 9","6 out of 10"
"2021","390201",LEHIGH VALLEY HOSPITAL - POCONO,"206 EAST BROWN STREET",EAST STROUDSBURG,PA,"18301",Monroe,"0.987266","0.852083","0.995298","1.004683","0 out of 10","0 out of 9","0 out of 10"
"2021","390203",DOYLESTOWN HOSPITAL,"595 WEST STATE ST",DOYLESTOWN,PA,"18901",Bucks,"0.987266","0.852083","0.981797","0.946610","3 out of 10","2 out of 9","3 out of 10"
"2021","390204",NAZARETH HOSPITAL,"2601 HOLME AVE",PHILADELPHIA,PA,"19152",Philadelphia,"0.987266","0.852083","1.001139","0.985556","1 out of 10","1 out of 9","1 out of 10"
"2021","390211",SHARON REGIONAL HEALTH SYSTEM,"740 EAST STATE STREET",SHARON,PA,"16146",Mercer,"0.987266","0.852083","1.014563","0.984776","1 out of 10","1 out of 9","1 out of 10"
"2021","390217",EXCELA HEALTH FRICK HOSPITAL,"508 SOUTH CHURCH STREET",MOUNT PLEASANT,PA,"15666",Westmoreland,"0.987266","0.852083","0.975316","0.966448","2 out of 10","0 out of 9","2 out of 10"
"2021","390219",EXCELA HEALTH LATROBE HOSPITAL,ONE MELLON WAY,LATROBE,PA,"15650",Westmoreland,"0.987266","0.852083","0.987179","0.939994","4 out of 10","3 out of 9","4 out of 10"
"2021","390220",JENNERSVILLE HOSPITAL,"1015 WEST BALTIMORE PIKE",WEST GROVE,PA,"19390",Chester,"0.987266","0.852083","0.969931","1.004585","0 out of 10","0 out of 9","0 out of 10"
"2021","390222",RIDDLE MEMORIAL HOSPITAL,"1068 WEST BALTIMORE PIKE",MEDIA,PA,"19063",Delaware,"0.987266","0.852083","0.957573","0.962640","2 out of 10","0 out of 9","2 out of 10"
"2021","390223",PENN PRESBYTERIAN MEDICAL CENTER,"51 NORTH 39TH STREET",PHILADELPHIA,PA,"19104",Philadelphia,"0.987266","0.852083","1.007642","1.015080","0 out of 10","0 out of 9","0 out of 10"
"2021","390225",WELLSPAN EPHRATA COMMUNITY HOSPITAL,"169 MARTIN AVENUE",EPHRATA,PA,"17522",Lancaster,"0.987266","0.852083","0.964260","0.941242","4 out of 10","2 out of 9","4 out of 10"
"2021","390226",PENNSYLVANIA HOSPITAL,"800 SPRUCE STREET",PHILADELPHIA,PA,"19107",Philadelphia,"0.987266","0.852083","1.012804","1.000784","0 out of 10","0 out of 9","0 out of 10"
"2021","390228",ST CLAIR HOSPITAL,"1000 BOWER HILL ROAD",PITTSBURGH,PA,"15243",Allegheny,"0.987266","0.852083","0.977357","0.969022","2 out of 10","0 out of 9","2 out of 10"
"2021","390231",ABINGTON MEMORIAL HOSPITAL,"1200 OLD YORK ROAD",ABINGTON,PA,"19001",Montgomery,"0.987266","0.852083","0.964413","0.949410","3 out of 10","1 out of 9","3 out of 10"
"2021","390233",UPMC PINNACLE HANOVER,"300 HIGHLAND AVE",HANOVER,PA,"17331",York,"0.987266","0.852083","0.990222","0.961605","2 out of 10","2 out of 9","2 out of 10"
"2021","390237",REGIONAL HOSPITAL OF SCRANTON,"746 JEFFERSON AVENUE",SCRANTON,PA,"18501",Lackawanna,"0.987266","0.852083","1.046624","1.028449","0 out of 10","0 out of 9","0 out of 10"
"2021","390256",MILTON S HERSHEY MEDICAL CENTER,"500 UNIVERSITY DRIVE",HERSHEY,PA,"17033",Dauphin,"0.987266","0.852083","1.001165","1.033402","0 out of 10","0 out of 9","0 out of 10"
"2021","390258",ST MARY MEDICAL CENTER,LANGHORNE-NEWTOWN RD,LANGHORNE,PA,"19047",Bucks,"0.987266","0.852083","1.039847","1.032059","0 out of 10","0 out of 9","0 out of 10"
"2021","390265",JEFFERSON HOSPITAL,"565 COAL VALLEY ROAD",JEFFERSON HILLS,PA,"15025",Allegheny,"0.987266","0.852083","1.055148","1.035866","0 out of 10","0 out of 9","0 out of 10"
"2021","390266",GROVE CITY MEDICAL CENTER,"631 NORTH BROAD STREET EXT.",GROVE CITY,PA,"16127",Mercer,"0.987266","0.852083","1.092090","1.028555","0 out of 10","2 out of 9","2 out of 10"
"2021","390267",FORBES HOSPITAL,"2570 HAYMAKER ROAD",MONROEVILLE,PA,"15146",Allegheny,"0.987266","0.852083","1.095359","1.064578","0 out of 10","1 out of 9","1 out of 10"
"2021","390268",MOUNT NITTANY MEDICAL CENTER,"1800 EAST PARK AVE",STATE COLLEGE,PA,"16803",Centre,"0.987266","0.852083","0.978117","0.969036","2 out of 10","0 out of 9","2 out of 10"
"2021","390270",GEISINGER WYOMING VALLEY MEDICAL CENTER,"1000 EAST MOUNTAIN BOULEVARD",WILKES BARRE,PA,"18711",Luzerne,"0.987266","0.852083","1.075461","0.965087","2 out of 10","4 out of 9","4 out of 10"
"2021","390304",ROXBOROUGH MEMORIAL HOSPITAL,"5800 RIDGE AVE",PHILADELPHIA,PA,"19128",Philadelphia,"0.987266","0.852083","1.040052","1.011309","0 out of 10","1 out of 9","1 out of 10"
"2021","390326",ST LUKE'S HOSPITAL - ANDERSON CAMPUS,"1872 ST LUKE'S BLVD",EASTON,PA,"18045",Northampton,"0.987266","0.852083","0.930748","0.922010","5 out of 10","1 out of 9","5 out of 10"
"2021","390328",UPMC EAST,"2775 MOSSIDE BOULEVARD",MONROEVILLE,PA,"15146",Allegheny,"0.987266","0.852083","1.020150","0.961182","2 out of 10","3 out of 9","3 out of 10"
"2021","390329",EINSTEIN MEDICAL CENTER MONTGOMERY,"559 WEST GERMANTOWN PIKE",EAST NORRITON,PA,"19403",Montgomery,"0.987266","0.852083","1.025159","0.996875","0 out of 10","1 out of 9","1 out of 10"
"2021","390330",ST LUKE'S HOSPITAL - MONROE CAMPUS,"100 ST LUKE'S LANE",STROUDSBURG,PA,"18360",Monroe,"0.987266","0.852083","0.969854","0.948343","3 out of 10","1 out of 9","3 out of 10"
"2021","410004",ROGER WILLIAMS MEDICAL CENTER,"825 CHALKSTONE AVENUE",PROVIDENCE,RI,"02908",Providence,"0.987266","0.852083","1.005278","1.003599","0 out of 10","0 out of 9","0 out of 10"
"2021","410005",OUR LADY OF FATIMA HOSPITAL,"200 HIGH SERVICE AVENUE",NORTH PROVIDENCE,RI,"02904",Providence,"0.987266","0.852083","1.033433","1.047154","0 out of 10","0 out of 9","0 out of 10"
"2021","410006",NEWPORT HOSPITAL,"11 FRIENDSHIP STREET",NEWPORT,RI,"02840",Newport,"0.987266","0.852083","0.972342","1.012338","0 out of 10","0 out of 9","0 out of 10"
"2021","410007",RHODE ISLAND HOSPITAL,"593 EDDY STREET",PROVIDENCE,RI,"02903",Providence,"0.987266","0.852083","1.002922","1.019794","0 out of 10","0 out of 9","0 out of 10"
"2021","410008",SOUTH COUNTY HOSPITAL INC,"100 KENYON AVE",WAKEFIELD,RI,"02879",Washington,"0.987266","0.852083","0.949659","0.941652","4 out of 10","0 out of 9","4 out of 10"
"2021","410009",KENT COUNTY MEMORIAL HOSPITAL,"455 TOLL GATE RD",WARWICK,RI,"02886",Kent,"0.987266","0.852083","0.997391","0.998281","0 out of 10","0 out of 9","0 out of 10"
"2021","410010",WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,"101 DUDLEY STREET",PROVIDENCE,RI,"02905",Providence,"0.987266","0.852083","0.970988","1.049235","0 out of 10","0 out of 9","0 out of 10"
"2021","410011",LANDMARK MEDICAL CENTER,"115 CASS AVENUE",WOONSOCKET,RI,"02895",Providence,"0.987266","0.852083","0.938359","0.960023","2 out of 10","0 out of 9","2 out of 10"
"2021","410012",THE MIRIAM HOSPITAL,"164 SUMMIT AVENUE",PROVIDENCE,RI,"02906",Providence,"0.987266","0.852083","0.989927","0.972312","1 out of 10","1 out of 9","1 out of 10"
"2021","410013",WESTERLY HOSPITAL,"25 WELLS STREET",WESTERLY,RI,"02891",Washington,"0.987266","0.852083","0.966100","0.943651","3 out of 10","1 out of 9","3 out of 10"
"2021","420002",PIEDMONT MEDICAL CENTER,"222 S HERLONG AVE",ROCK HILL,SC,"29730",York,"0.987266","0.852083","1.075139","1.064199","0 out of 10","0 out of 9","0 out of 10"
"2021","420004",MUSC MEDICAL CENTER,"169 ASHLEY AVE",CHARLESTON,SC,"29425",Charleston,"0.987266","0.852083","1.012188","1.007045","0 out of 10","0 out of 9","0 out of 10"
"2021","420005",MCLEOD MEDICAL CENTER - DILLON,"301 E JACKSON STREET PO BOX 1327",DILLON,SC,"29536",Dillon,"0.987266","0.852083","0.912763","0.877669","8 out of 10","5 out of 9","8 out of 10"
"2021","420007",SPARTANBURG MEDICAL CENTER FOR REHAB MEDICINE,"101 E WOOD ST",SPARTANBURG,SC,"29303",Spartanburg,"0.987266","0.852083","1.033423","1.044607","0 out of 10","0 out of 9","0 out of 10"
"2021","420009",PRISMA HEALTH OCONEE MEMORIAL HOSPITAL,"102B OMNI DR",SENECA,SC,"29672",Oconee,"0.987266","0.852083","1.027218","1.036728","0 out of 10","0 out of 9","0 out of 10"
"2021","420010",CAROLINA PINES REGIONAL MEDICAL CENTER,"1304 W BOBO NEWSOM HWY",HARTSVILLE,SC,"29550",Darlington,"0.987266","0.852083","0.949829","0.956819","3 out of 10","0 out of 9","3 out of 10"
"2021","420015",PRISMA HEALTH BAPTIST EASLEY HOSPITAL,"200 FLEETWOOD DRIVE",EASLEY,SC,"29640",Pickens,"0.987266","0.852083","0.989500","0.993860","0 out of 10","0 out of 9","0 out of 10"
"2021","420018",PRISMA HEALTH RICHLAND HOSPITAL,"5 MEDICAL PARK",COLUMBIA,SC,"29203",Richland,"0.987266","0.852083","1.029135","1.028849","0 out of 10","0 out of 9","0 out of 10"
"2021","420020",TIDELANDS HEALTH,"606 BLACK RIVER RD DRAWER 1718",GEORGETOWN,SC,"29440",Georgetown,"0.987266","0.852083","0.951328","0.954710","3 out of 10","0 out of 9","3 out of 10"
"2021","420023",ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,"29601",Greenville,"0.987266","0.852083","0.988475","0.977010","1 out of 10","0 out of 9","1 out of 10"
"2021","420026",PROVIDENCE HEALTH,"120 GATEWAY CORPORATE BLVD",COLUMBIA,SC,"29203",Richland,"0.987266","0.852083","0.984725","0.971351","2 out of 10","1 out of 9","2 out of 10"
"2021","420027",ANMED HEALTH,"800 N FANT ST",ANDERSON,SC,"29621",Anderson,"0.987266","0.852083","1.083844","1.086721","0 out of 10","0 out of 9","0 out of 10"
"2021","420030",COLLETON MEDICAL CENTER,"501 ROBERTSON BOULEVARD",WALTERBORO,SC,"29488",Colleton,"0.987266","0.852083","0.937830","0.927433","4 out of 10","1 out of 9","4 out of 10"
"2021","420033",PRISMA HEALTH GREER MEMORIAL HOSPITAL,"830 SOUTH BUNCOMBE ROAD",GREER,SC,"29650",Greenville,"0.987266","0.852083","0.894276","0.926538","5 out of 10","0 out of 9","5 out of 10"
"2021","420036",MUSC HEALTH LANCASTER MEDICAL CENTER,"800 W MEETING ST",LANCASTER,SC,"29720",Lancaster,"0.987266","0.852083","0.973666","0.955269","3 out of 10","1 out of 9","3 out of 10"
"2021","420037",PRISMA HEALTH HILLCREST HOSPITAL,"741 SOUTH EAST MAIN STREET",SIMPSONVILLE,SC,"29681",Greenville,"0.987266","0.852083","0.910558","0.909024","6 out of 10","0 out of 9","6 out of 10"
"2021","420038",PRISMA HEALTH LAURENS COUNTY HOSPITAL,"22725 HIGHWAY 76 EAST",CLINTON,SC,"29325",Laurens,"0.987266","0.852083","0.956035","1.015990","0 out of 10","0 out of 9","0 out of 10"
"2021","420043",CHEROKEE MEDICAL CENTER,"1530 N LIMESTONE ST",GAFFNEY,SC,"29340",Cherokee,"0.987266","0.852083","1.010722","0.970660","2 out of 10","2 out of 9","2 out of 10"
"2021","420048",KERSHAWHEALTH,"1315 ROBERTS STREET",CAMDEN,SC,"29020",Kershaw,"0.987266","0.852083","0.978224","0.976345","1 out of 10","0 out of 9","1 out of 10"
"2021","420049",CONWAY MEDICAL CENTER,"300 SINGLETON RIDGE ROAD",CONWAY,SC,"29526",Horry,"0.987266","0.852083","0.930988","0.936237","4 out of 10","0 out of 9","4 out of 10"
"2021","420051",MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,"555 E CHEVES ST BOX 8700",FLORENCE,SC,"29506",Florence,"0.987266","0.852083","0.972395","0.986775","1 out of 10","0 out of 9","1 out of 10"
"2021","420053",NEWBERRY COUNTY MEMORIAL HOSPITAL,"2669 KINARD ST PO BOX 497",NEWBERRY,SC,"29108",Newberry,"0.987266","0.852083","0.992183","0.981949","1 out of 10","0 out of 9","1 out of 10"
"2021","420055",MUSC HEALTH MARION MEDICAL CENTER,"2829 E HWY 76",MULLINS,SC,"29574",Marion,"0.987266","0.852083","0.899434","0.853511","9 out of 10","9 out of 9","9 out of 10"
"2021","420065",BON SECOURS-ST FRANCIS XAVIER HOSPITAL,"2095 HENRY TECKLENBURG DRIVE",CHARLESTON,SC,"29414",Charleston,"0.987266","0.852083","0.988185","0.999216","0 out of 10","0 out of 9","0 out of 10"
"2021","420067",BEAUFORT COUNTY MEMORIAL HOSPITAL,"955 RIBAUT RD",BEAUFORT,SC,"29902",Beaufort,"0.987266","0.852083","0.939961","0.981175","1 out of 10","0 out of 9","1 out of 10"
"2021","420068",TRMC OF ORANGEBURG & CALHOUN,"3000 ST MATTHEWS RD BOX 1806",ORANGEBURG,SC,"29115",Orangeburg,"0.987266","0.852083","0.980809","1.056032","0 out of 10","0 out of 9","0 out of 10"
"2021","420070",PRISMA HEATH TUOMEY HOSPITAL,"129 N WASHINGTON ST",SUMTER,SC,"29150",Sumter,"0.987266","0.852083","0.954735","0.996866","0 out of 10","0 out of 9","0 out of 10"
"2021","420071",SELF REGIONAL HEALTHCARE,"1325 SPRING STREET",GREENWOOD,SC,"29646",Greenwood,"0.987266","0.852083","1.075133","1.070428","0 out of 10","0 out of 9","0 out of 10"
"2021","420072",HAMPTON REGIONAL MEDICAL CENTER,"595 WEST CAROLINA AVENUE",VARNVILLE,SC,"29944",Hampton,"0.987266","0.852083","0.893705","0.885012","7 out of 10","2 out of 9","7 out of 10"
"2021","420073",LEXINGTON MEDICAL CENTER,"2720 SUNSET BLVD",WEST COLUMBIA,SC,"29169",Lexington,"0.987266","0.852083","0.968528","0.960023","2 out of 10","0 out of 9","2 out of 10"
"2021","420078",PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,"905 VERDAE BLVD SUITE 102",GREENVILLE,SC,"29605",Greenville,"0.987266","0.852083","1.010144","1.018481","0 out of 10","0 out of 9","0 out of 10"
"2021","420079",TRIDENT MEDICAL CENTER,"9330 MEDICAL PLAZA DR",CHARLESTON,SC,"29406",Charleston,"0.987266","0.852083","1.002855","0.990409","0 out of 10","0 out of 9","0 out of 10"
"2021","420080",HILTON HEAD REGIONAL MEDICAL CENTER,"25 HOSPITAL CENTER BLVD",HILTON HEAD ISLAND,SC,"29925",Beaufort,"0.987266","0.852083","0.962212","0.992920","0 out of 10","0 out of 9","0 out of 10"
"2021","420082",AIKEN REGIONAL MEDICAL CENTER,"302 UNIVERSITY PARKWAY",AIKEN,SC,"29801",Aiken,"0.987266","0.852083","0.993997","0.992761","0 out of 10","0 out of 9","0 out of 10"
"2021","420085",GRAND STRAND REGIONAL MEDICAL CENTER,"809 82ND PARKWAY",MYRTLE BEACH,SC,"29572",Horry,"0.987266","0.852083","0.926957","0.928360","4 out of 10","0 out of 9","4 out of 10"
"2021","420086",PRISMA HEALTH BAPTIST,"1330 TAYLOR AT MARION ST",COLUMBIA,SC,"29220",Richland,"0.987266","0.852083","0.980246","0.990773","0 out of 10","0 out of 9","0 out of 10"
"2021","420087",ROPER HOSPITAL,"316 CALHOUN ST",CHARLESTON,SC,"29401",Charleston,"0.987266","0.852083","0.990065","1.006315","0 out of 10","0 out of 9","0 out of 10"
"2021","420089",EAST COOPER MEDICAL CENTER,"2000 HOSPITAL DR",MOUNT PLEASANT,SC,"29464",Charleston,"0.987266","0.852083","1.027104","1.016538","0 out of 10","0 out of 9","0 out of 10"
"2021","420091",MUSC HEALTH FLORENCE MEDICAL CENTER,"805 PAMPLICO HWY BOX 100550",FLORENCE,SC,"29505",Florence,"0.987266","0.852083","0.941113","0.978661","1 out of 10","0 out of 9","1 out of 10"
"2021","420098",TIDELANDS WACCAMAW COMMUNITY HOSPITAL,"4070 HIGHWAY 17 BYPASS PO DRAWER 3350",MURRELLS INLET,SC,"29576",Horry,"0.987266","0.852083","0.957852","0.992662","0 out of 10","0 out of 9","0 out of 10"
"2021","420101",COASTAL CAROLINA HOSPITAL,"1000 MEDICAL CENTER DRIVE",HARDEEVILLE,SC,"29927",Jasper,"0.987266","0.852083","1.022034","1.104862","0 out of 10","0 out of 9","0 out of 10"
"2021","420102",PRISMA HEALTH  PATEWOOD HOSPITAL,"175 PATEWOOD DRIVE",GREENVILLE,SC,"29615",Greenville,"0.987266","0.852083","0.815430","0.866443","9 out of 10","0 out of 9","9 out of 10"
"2021","420103",PELHAM MEDICAL CENTER,"250 WESTMORELAND ROAD",GREER,SC,"29651",Greenville,"0.987266","0.852083","0.977891","1.021105","0 out of 10","0 out of 9","0 out of 10"
"2021","420104",MOUNT PLEASANT HOSPITAL,"3510 HIGHWAY 17 NORTH SUITE 140",MOUNT PLEASANT,SC,"29466",Charleston,"0.987266","0.852083","0.896548","0.953610","3 out of 10","0 out of 9","3 out of 10"
"2021","420105",MCLEOD LORIS  HOSPITAL,"3655 MITCHELL STREET",LORIS,SC,"29569",Horry,"0.987266","0.852083","0.905141","0.911508","6 out of 10","0 out of 9","6 out of 10"
"2021","420106",PRISMA HEALTH BAPTIST PARKRIDGE,"400 PALMETTO HEALTH PARKWAY",COLUMBIA,SC,"29212",Lexington,"0.987266","0.852083","0.940140","0.943297","3 out of 10","0 out of 9","3 out of 10"
"2021","420107",MCLEOD HEALTH CHERAW,"711 CHESTERFIELD HIGHWAY",CHERAW,SC,"29520",Chesterfield,"0.987266","0.852083","0.870996","0.902785","6 out of 10","0 out of 9","6 out of 10"
"2021","420109",MCLEOD HEALTH CLARENDON,"10 EAST HOSPITAL STREET",MANNING,SC,"29102",Clarendon,"0.987266","0.852083","0.832362","0.842586","10 out of 10","0 out of 9","10 out of 10"
"2021","430005",PRAIRIE LAKES HOSPITAL,"401 9TH AVENUE NW  POST OFFICE BOX 1210",WATERTOWN,SD,"57201",Codington,"0.987266","0.852083","0.950247","0.965724","2 out of 10","0 out of 9","2 out of 10"
"2021","430012",AVERA SACRED HEART HOSPITAL,"501 SUMMIT ST",YANKTON,SD,"57078",Yankton,"0.987266","0.852083","0.884752","0.941872","4 out of 10","0 out of 9","4 out of 10"
"2021","430013",AVERA QUEEN OF PEACE,"525 N FOSTER",MITCHELL,SD,"57301",Davison,"0.987266","0.852083","0.968968","0.944856","3 out of 10","2 out of 9","3 out of 10"
"2021","430014",AVERA ST LUKES,"305 S STATE ST  POST OFFICE BOX 4450",ABERDEEN,SD,"57401",Brown,"0.987266","0.852083","0.967034","0.953981","3 out of 10","1 out of 9","3 out of 10"
"2021","430015",AVERA ST MARY'S HOSPITAL,"801 E SIOUX",PIERRE,SD,"57501",Hughes,"0.987266","0.852083","0.806506","0.905530","6 out of 10","0 out of 9","6 out of 10"
"2021","430016",AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,"1325 S CLIFF AVE  POST OFFICE BOX 5045",SIOUX FALLS,SD,"57117",Minnehaha,"0.987266","0.852083","0.988771","0.985202","1 out of 10","0 out of 9","1 out of 10"
"2021","430027",SANFORD USD MEDICAL CENTER,"1305 W 18TH ST  POST OFFICE BOX 5039",SIOUX FALLS,SD,"57117",Minnehaha,"0.987266","0.852083","1.018677","1.030005","0 out of 10","0 out of 9","0 out of 10"
"2021","430048",REGIONAL HEALTH SPEARFISH HOSPITAL,"1440 N MAIN ST",SPEARFISH,SD,"57783",Lawrence,"0.987266","0.852083","0.932386","0.989065","0 out of 10","0 out of 9","0 out of 10"
"2021","430077",REGIONAL HEALTH RAPID CITY HOSPITAL,"353 FAIRMONT BLVD  POST OFFICE BOX 6000",RAPID CITY,SD,"57701",Pennington,"0.987266","0.852083","1.030358","1.005033","0 out of 10","1 out of 9","1 out of 10"
"2021","430095",AVERA HEART HOSPITAL OF SOUTH DAKOTA,"4500 W 69TH ST",SIOUX FALLS,SD,"57108",Lincoln,"0.987266","0.852083","0.966128","1.023750","0 out of 10","0 out of 9","0 out of 10"
"2021","430097",SANFORD ABERDEEN MEDICAL CENTER,"2905 3RD AVE SE",ABERDEEN,SD,"57402",Brown,"0.987266","0.852083","1.030718","0.951477","3 out of 10","4 out of 9","4 out of 10"
"2021","440002",JACKSON-MADISON COUNTY GENERAL HOSPITAL,"620 SKYLINE DRIVE",JACKSON,TN,"38301",Madison,"0.987266","0.852083","1.074152","1.063900","0 out of 10","0 out of 9","0 out of 10"
"2021","440006",TRISTAR SKYLINE MEDICAL CENTER,"3441 DICKERSON PIKE",NASHVILLE,TN,"37207",Davidson,"0.987266","0.852083","1.039138","1.077984","0 out of 10","0 out of 9","0 out of 10"
"2021","440007",UNITY MEDICAL CENTER,"481 INTERSTATE DRIVE",MANCHESTER,TN,"37355",Coffee,"0.987266","0.852083","1.042760","1.064249","0 out of 10","0 out of 9","0 out of 10"
"2021","440009",CUMBERLAND MEDICAL CENTER,"421 S MAIN ST",CROSSVILLE,TN,"38555",Cumberland,"0.987266","0.852083","0.980882","0.956507","3 out of 10","1 out of 9","3 out of 10"
"2021","440011",BLOUNT MEMORIAL HOSPITAL,"907 E LAMAR ALEXANDER PARKWAY",MARYVILLE,TN,"37804",Blount,"0.987266","0.852083","0.947154","0.962577","2 out of 10","0 out of 9","2 out of 10"
"2021","440012",BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,BRISTOL,TN,"37620",Sullivan,"0.987266","0.852083","1.029946","1.009814","0 out of 10","1 out of 9","1 out of 10"
